Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2021-02-21,19:00,Premier League,Matchweek 25,Sun,Away,L,1,3,Manchester Utd,0.4,1.7,29,,Jamaal Lascelles,4-3-1-2,4-2-3-1,Paul Tierney,Match Report,
2021-02-27,20:00,Premier League,Matchweek 26,Sat,Home,D,1,1,Wolves,1.7,1.1,48,,Jamaal Lascelles,4-3-3,3-4-3,Mike Dean,Match Report,
2021-03-07,12:00,Premier League,Matchweek 27,Sun,Away,D,0,0,West Brom,0.5,2.0,47,,Jamaal Lascelles,4-3-1-2,4-1-4-1,Martin Atkinson,Match Report,
2021-03-12,20:00,Premier League,Matchweek 28,Fri,Home,D,1,1,Aston Villa,1.5,0.9,49,,Jamaal Lascelles,4-3-3,4-3-3,Paul Tierney,Match Report,
2021-03-20,20:00,Premier League,Matchweek 29,Sat,Away,L,0,3,Brighton,0.1,0.9,35,,Jamaal Lascelles,4-3-3,3-4-1-2,Anthony Taylor,Match Report,
2021-04-04,14:05,Premier League,Matchweek 30,Sun,Home,D,2,2,Tottenham,3.4,2.7,42,,Jamaal Lascelles,5-3-2,4-4-2,Craig Pawson,Match Report,
2021-04-11,12:00,Premier League,Matchweek 31,Sun,Away,W,2,1,Burnley,1.2,2.0,44,,Jonjo Shelvey,5-3-2,4-4-2,Anthony Taylor,Match Report,
2021-04-17,12:30,Premier League,Matchweek 32,Sat,Home,W,3,2,West Ham,2.2,1.9,34,,Jonjo Shelvey,5-3-2,3-4-1-2,Kevin Friend,Match Report,
2021-04-24,12:30,Premier League,Matchweek 33,Sat,Away,D,1,1,Liverpool,1.0,2.4,32,,Jonjo Shelvey,5-3-2,4-4-2,Andre Marriner,Match Report,
2021-05-02,14:00,Premier League,Matchweek 34,Sun,Home,L,0,2,Arsenal,0.3,2.0,39,,Jonjo Shelvey,5-3-2,4-2-3-1,Mike Dean,Match Report,
2021-05-07,20:00,Premier League,Matchweek 35,Fri,Away,W,4,2,Leicester City,2.7,2.2,32,,Jonjo Shelvey,5-3-2,3-4-1-2,Darren England,Match Report,
2021-05-14,20:00,Premier League,Matchweek 36,Fri,Home,L,3,4,Manchester City,2.2,1.5,18,,Jonjo Shelvey,5-3-2,4-3-3,Kevin Friend,Match Report,
2021-05-19,18:00,Premier League,Matchweek 37,Wed,Home,W,1,0,Sheffield Utd,1.6,0.9,51,10000.0,Jonjo Shelvey,5-3-2,3-4-3,Robert Jones,Match Report,
2021-05-23,16:00,Premier League,Matchweek 38,Sun,Away,W,2,0,Fulham,1.3,1.0,36,2000.0,Jonjo Shelvey,5-3-2,3-4-3,Chris Kavanagh,Match Report,
